Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Finrat,Savings
good,4,parents,36,29,single,no_rec,fixed,35,47,0,0,400,450,88.88888889,1.08
good,10,parents,12,37,married,no_rec,fixed,90,250,3000,0,240,1488,16.12903226,8
good,3,other,12,30,single,no_rec,freelance,35,150,0,0,920,1396,65.9025788,1.5
good,29,owner,48,52,married,no_rec,fixed,60,118,6500,0,750,1255,59.76095618,3.712
good,12,owner,48,46,married,no_rec,fixed,60,130,6000,0,1480,1883,78.59798194,2.27027027
good,15,owner,36,51,married,no_rec,fixed,45,125,4000,200,375,375,100,7.488
good,5,rent,60,28,married,no_rec,freelance,77,171,0,0,2500,3070,81.43322476,2.256
good,0,owner,36,33,married,no_rec,fixed,45,265,2500,1100,1400,2189,63.95614436,5.374285714
good,10,rent,60,39,single,no_rec,freelance,45,100,0,0,1450,1692,85.69739953,2.275862069
bad,4,rent,60,33,married,no_rec,freelance,82,69,0,0,2000,2216,90.25270758,-0.39
good,12,owner,48,40,married,no_rec,fixed,75,293,4000,0,1298,1298,100,8.061633282
good,13,priv,24,59,widow,no_rec,fixed,35,87,1200,0,425,750,56.66666667,2.936470588
good,16,owner,60,32,married,no_rec,fixed,45,110,6000,2000,1400,1830,76.50273224,1.928571429
good,2,owner,60,45,married,no_rec,freelance,75,75,2500,0,1100,1242,88.5668277,0
bad,3,other,48,38,married,no_rec,freelance,75,40,3500,0,600,882,68.02721088,-2.8
good,4,owner,60,26,married,no_rec,fixed,45,140,3500,1500,600,1137,52.77044855,8
bad,0,rent,24,29,married,no_rec,freelance,60,122,0,0,275,275,100,5.410909091
bad,0,parents,36,21,single,no_rec,partime,45,161,2500,0,580,580,100,7.2
good,2,parents,6,31,single,no_rec,fixed,35,70,0,0,850,1403,60.58446187,0.247058824
good,18,owner,36,32,married,no_rec,fixed,75,65,2500,0,700,957,73.14524556,-0.514285714
good,4,other,24,40,married,no_rec,partime,60,66,0,0,1300,1300,100,0.110769231
bad,4,rent,48,29,married,yes_rec,fixed,42,73,0,0,579,1097,52.78030994,2.569948187
good,7,rent,36,33,married,no_rec,freelance,78,178,0,0,700,1033,67.76379477,5.142857143
good,0,parents,60,29,separated,no_rec,partime,35,140,0,0,763,913,83.57064622,8.256880734
bad,2,owner,60,57,single,no_rec,freelance,35,50,15000,0,960,962,99.79209979,0.9375
bad,2,owner,60,23,married,no_rec,fixed,45,78,5000,6300,1075,1123,95.72573464,-1.674418605
bad,10,owner,36,36,married,no_rec,freelance,75,60,10000,0,1000,1400,71.42857143,-0.54
good,11,owner,60,38,married,no_rec,freelance,60,350,7500,0,1500,1800,83.33333333,11.6
good,1,rent,48,45,married,no_rec,fixed,59,140,0,0,1800,1980,90.90909091,2.16
good,2,owner,36,51,married,no_rec,partime,75,125,4500,0,600,989,60.66734075,3
good,22,rent,48,42,married,yes_rec,fixed,102,121,0,0,1000,1250,80,0.912
good,0,owner,60,22,single,no_rec,partime,35,155,6500,0,1100,1646,66.82867558,6.545454545
good,2,priv,48,26,single,no_rec,fixed,35,133,3000,0,1000,1114,89.76660682,4.704
good,20,owner,60,51,married,no_rec,fixed,75,117,2000,0,1000,1365,73.26007326,2.52
bad,1,parents,36,33,single,no_rec,fixed,35,125,0,0,600,1600,37.5,5.4
good,5,priv,48,43,married,yes_rec,fixed,75,136,2500,500,940,1133,82.96557811,2.859574468
good,3,owner,12,32,married,no_rec,freelance,75,25,3600,1800,100,550,18.18181818,-8.16
bad,11,rent,36,52,married,no_rec,fixed,93,176,0,0,350,350,100,8.537142857
good,20,other,12,65,married,yes_rec,freelance,45,430,70000,0,1000,1321,75.7002271,4.62
bad,1,rent,60,32,married,no_rec,fixed,88,125,0,0,1200,1225,97.95918367,1.85
good,8,owner,60,29,widow,no_rec,fixed,35,79,4000,0,850,950,89.47368421,3.105882353
bad,1,rent,36,25,married,yes_rec,partime,69,92,0,0,475,550,86.36363636,1.743157895
good,0,parents,60,22,married,no_rec,fixed,45,176,0,0,1150,1277,90.05481597,6.834782609
bad,2,priv,60,53,married,no_rec,fixed,75,85,7000,0,1050,1172,89.59044369,0.571428571
good,1,owner,24,47,married,no_rec,fixed,90,188,9000,0,700,1318,53.1107739,3.36
good,2,rent,48,34,married,no_rec,freelance,75,300,0,0,1700,2185,77.80320366,6.352941176
bad,1,parents,60,23,single,no_rec,fixed,35,100,0,0,1500,2610,57.47126437,2.6
good,13,rent,60,54,married,no_rec,fixed,57,120,0,0,1000,1257,79.55449483,3.78
good,1,parents,12,22,single,no_rec,partime,35,60,0,0,100,600,16.66666667,3
bad,1,rent,48,46,married,no_rec,fixed,103,125,1500,0,1100,1408,78.125,0.96
good,19,owner,12,42,married,no_rec,fixed,90,464,5000,0,1100,2413,45.58640696,4.08
good,5,parents,60,45,married,yes_rec,fixed,35,176,0,0,1000,1388,72.04610951,8.46
good,19,parents,60,49,single,no_rec,fixed,35,90,0,0,1600,1636,97.799511,2.0625
good,8,owner,60,28,married,no_rec,freelance,60,200,9000,0,750,850,88.23529412,11.2
good,1,parents,24,22,single,no_rec,fixed,35,415,0,0,700,1757,39.84063745,13.02857143
good,11,owner,60,27,married,no_rec,fixed,45,318,8000,3300,1350,1600,84.375,10.66666667
good,6,owner,18,33,single,no_rec,fixed,35,163,6000,0,1200,2022,59.34718101,1.92
bad,4,rent,60,52,married,no_rec,fixed,97,72,0,0,1200,1200,100,-1.25
good,2,owner,60,34,married,no_rec,fixed,45,156,5000,198,1550,1550,100,4.220129032
bad,0,owner,36,43,widow,no_rec,others,35,49,2000,0,400,710,56.33802817,1.26
good,8,owner,60,40,married,no_rec,fixed,75,110,3000,0,950,1286,73.87247278,2.210526316
good,3,owner,60,31,married,no_rec,fixed,45,140,5500,1200,900,1400,64.28571429,5.533333333
good,2,owner,36,31,married,no_rec,freelance,60,92,2500,850,600,1638,36.63003663,1.41
bad,4,rent,60,27,widow,yes_rec,freelance,35,74,0,0,1700,1700,100,1.376470588
good,6,owner,24,42,married,no_rec,partime,60,145,3000,0,500,1850,27.02702703,4.08
good,2,parents,60,35,married,no_rec,fixed,75,104,0,0,1200,1677,71.55635063,1.45
good,4,owner,36,42,married,yes_rec,freelance,75,400,12000,0,1500,1900,78.94736842,7.8
good,0,owner,48,24,married,no_rec,partime,45,95,5000,0,1000,1601,62.4609619,2.4
good,5,owner,6,31,married,no_rec,freelance,60,150,5000,0,300,1200,25,1.8
good,1,parents,12,53,single,no_rec,fixed,35,160,0,0,250,1456,17.17032967,6
good,14,owner,60,59,married,no_rec,fixed,60,177,10000,0,1450,1456,99.58791209,4.84137931
good,12,owner,48,38,married,no_rec,fixed,60,85,3000,0,500,960,52.08333333,2.4
bad,6,rent,36,49,married,yes_rec,freelance,113,380,0,0,1000,1337,74.79431563,9.612
good,13,owner,60,42,married,no_rec,fixed,60,107,4000,0,1000,1359,73.58351729,2.82
good,0,owner,36,54,married,no_rec,others,45,134,2500,0,625,801,78.02746567,5.1264
bad,2,rent,60,24,single,no_rec,fixed,35,81,0,0,850,989,85.94539939,3.247058824
good,21,rent,60,39,married,no_rec,fixed,124,191,2000,0,2000,2536,78.86435331,2.01
bad,0,owner,60,48,married,no_rec,partime,75,100,7000,0,1000,1129,88.57395926,1.5
good,2,parents,36,20,single,no_rec,fixed,35,110,0,0,500,1314,38.05175038,5.4
bad,5,other,48,32,married,yes_rec,fixed,45,225,0,0,1000,1812,55.18763797,8.64
good,15,parents,60,51,married,yes_rec,fixed,60,100,0,0,300,1742,17.22158439,8
good,35,owner,48,54,married,no_rec,fixed,60,217,5000,0,1250,1455,85.91065292,6.0288
bad,3,other,36,40,married,yes_rec,fixed,75,176,0,0,950,1150,82.60869565,3.827368421
good,3,owner,24,29,married,no_rec,fixed,45,254,6000,800,500,1900,26.31578947,9.648
bad,3,other,60,27,married,no_rec,fixed,90,126,4000,0,1400,1800,77.77777778,1.542857143
good,0,owner,60,57,married,no_rec,freelance,45,200,3500,0,950,1070,88.78504673,9.789473684
bad,1,other,60,36,married,no_rec,fixed,60,101,0,0,850,1098,77.41347905,2.894117647
bad,10,parents,60,31,married,no_rec,fixed,60,119,0,0,1600,1750,91.42857143,2.2125
good,0,owner,48,22,single,no_rec,fixed,35,152,4000,0,1210,1325,91.32075472,4.641322314
bad,0,parents,48,40,married,no_rec,partime,90,113,3500,0,600,710,84.50704225,1.84
good,18,other,36,54,married,no_rec,fixed,75,119,0,0,300,1268,23.65930599,5.28
bad,0,rent,60,39,single,yes_rec,fixed,35,267,0,0,2350,2679,87.71929825,5.923404255
good,8,parents,60,26,single,no_rec,freelance,35,75,7000,0,850,989,85.94539939,2.823529412
good,21,rent,60,36,married,no_rec,fixed,83,80,0,0,1220,1505,81.06312292,-0.147540984
bad,0,parents,36,22,married,no_rec,partime,60,137,0,0,700,900,77.77777778,3.96
good,4,priv,36,26,married,no_rec,fixed,45,107,3000,0,700,700,100,3.188571429
bad,5,owner,60,36,married,no_rec,freelance,90,62,3000,0,650,1295,50.19305019,-2.584615385
bad,5,owner,60,36,married,no_rec,freelance,90,62,3000,0,650,1295,50.19305019,-2.584615385
good,19,rent,60,37,married,yes_rec,fixed,88,125,0,0,750,970,77.31958763,2.96
bad,4,rent,60,28,married,no_rec,fixed,79,190,4000,0,1250,1250,100,5.328
good,12,owner,24,56,married,yes_rec,fixed,60,124,1000,0,500,1495,33.44481605,3.072
bad,3,owner,36,35,married,yes_rec,partime,60,144,3000,0,475,690,68.84057971,6.366315789
bad,0,owner,60,31,married,yes_rec,fixed,45,184,3500,0,1550,1679,92.31685527,5.380645161
good,5,parents,24,26,single,no_rec,freelance,35,100,0,0,800,2450,32.65306122,1.95
good,10,owner,12,34,married,no_rec,fixed,75,80,4500,3500,300,1600,18.75,-1.2
good,2,rent,60,36,married,no_rec,fixed,58,129,0,0,1125,1575,71.42857143,3.786666667
good,3,owner,24,29,married,no_rec,fixed,60,225,9000,0,600,980,61.2244898,6.6
good,13,owner,48,33,married,no_rec,fixed,75,191,8000,2000,1400,1602,87.39076155,3.291428571
good,2,rent,24,28,married,no_rec,fixed,75,150,0,0,512,1255,40.79681275,3.515625
good,5,priv,60,24,married,no_rec,fixed,45,127,2000,0,1000,1282,78.00312012,4.92
bad,43,owner,60,57,married,yes_rec,fixed,45,283,8000,0,900,1168,77.05479452,15.86666667
good,15,parents,60,34,single,no_rec,fixed,45,195,17000,0,1200,1200,100,7.5
good,2,owner,36,38,married,no_rec,fixed,45,114,3600,0,650,1100,59.09090909,3.821538462
good,0,rent,60,29,single,no_rec,fixed,35,64,0,0,1550,1700,91.17647059,1.122580645
bad,0,rent,60,36,married,yes_rec,fixed,85,100,0,0,1100,1256,87.57961783,0.818181818
good,0,rent,36,29,single,no_rec,partime,46,113,0,0,1100,1110,99.0990991,2.192727273
good,9,owner,60,47,married,no_rec,freelance,75,178,50000,0,1850,1852,99.89200864,3.340540541
good,15,owner,48,53,married,no_rec,freelance,75,100,17000,0,500,1114,44.88330341,2.4
bad,3,rent,36,32,single,no_rec,freelance,35,100,0,0,950,1350,70.37037037,2.463157895
good,10,owner,60,34,married,yes_rec,fixed,60,310,3000,0,1600,1849,86.53326122,9.375
bad,2,other,60,21,single,no_rec,fixed,35,86,0,0,1400,1600,87.5,2.185714286
good,10,other,36,32,single,no_rec,fixed,35,139,0,0,1100,2471,44.51639013,3.403636364
good,0,owner,60,32,single,no_rec,partime,35,94,7500,0,1350,1583,85.28111181,2.622222222
good,1,rent,36,24,married,no_rec,fixed,59,135,0,0,650,1136,57.21830986,4.209230769
good,23,priv,60,51,married,yes_rec,fixed,45,110,2500,0,800,1343,59.56813105,4.875
good,3,owner,48,29,married,no_rec,fixed,45,145,3500,0,700,1104,63.4057971,6.857142857
good,4,parents,54,38,divorced,no_rec,fixed,35,53,0,0,850,1129,75.28786537,1.143529412
good,18,owner,42,38,married,no_rec,freelance,75,229,8000,0,1700,1850,91.89189189,3.804705882
bad,12,owner,60,47,married,yes_rec,freelance,75,285,20000,0,1440,1440,100,8.75
good,2,rent,12,34,married,no_rec,freelance,69,240,0,0,500,700,71.42857143,4.104
good,8,parents,60,22,single,no_rec,fixed,35,86,8000,0,1200,1214,98.84678748,2.55
bad,24,priv,60,46,married,no_rec,fixed,60,165,3500,1300,1400,1530,91.50326797,3.942857143
good,14,owner,60,39,married,no_rec,fixed,105,129,3500,1200,750,1888,39.72457627,0.96
good,2,parents,60,28,married,no_rec,fixed,60,131,6000,0,1250,1346,92.86775632,3.408
good,9,rent,60,39,married,no_rec,fixed,57,123,0,0,1000,1194,83.7520938,3.96
bad,6,rent,48,53,separated,yes_rec,fixed,56,208,0,0,1200,1479,81.13590264,6.08
good,23,owner,60,49,married,no_rec,fixed,60,133,2000,0,1000,1755,56.98005698,4.38
good,3,owner,24,46,married,no_rec,freelance,75,500,14000,0,500,1095,45.66210046,20.4
good,0,parents,36,56,married,yes_rec,fixed,35,102,6000,0,1000,1606,62.26650062,2.412
good,15,owner,48,33,married,no_rec,fixed,75,150,3000,0,1000,1670,59.88023952,3.6
good,0,parents,60,30,married,no_rec,fixed,75,100,5000,0,1350,1896,71.20253165,1.111111111
good,1,rent,18,26,single,no_rec,fixed,46,110,0,0,500,600,83.33333333,2.304
good,1,owner,60,34,married,no_rec,freelance,60,65,11000,0,1400,1500,93.33333333,0.214285714
good,16,rent,60,36,single,yes_rec,fixed,47,120,5500,1700,1650,1852,89.09287257,2.036363636
bad,2,parents,24,37,single,no_rec,fixed,35,78,0,0,800,1298,61.63328197,1.29
good,12,owner,60,26,married,no_rec,fixed,60,187,6000,1000,1100,1175,93.61702128,6.381818182
good,25,owner,60,62,married,no_rec,freelance,60,428,22000,0,1900,1994,95.28585757,11.62105263
good,3,rent,60,41,married,no_rec,others,51,60,0,0,750,818,91.68704156,0.72
bad,4,owner,60,37,married,no_rec,fixed,75,116,3000,575,950,950,100,2.226315789
good,2,owner,36,32,married,no_rec,fixed,75,114,5000,0,1000,1853,53.96654074,1.404
good,4,owner,48,32,married,no_rec,fixed,45,208,6500,5000,1000,1323,75.58578987,5.424
good,16,owner,60,31,married,no_rec,fixed,75,123,4000,0,700,1698,41.22497055,4.114285714
bad,0,rent,48,28,married,no_rec,partime,66,64,0,0,1100,1365,80.58608059,-0.087272727
good,10,owner,48,37,married,no_rec,fixed,75,350,7000,0,1000,1628,61.42506143,13.2
bad,3,parents,36,21,single,no_rec,fixed,35,85,0,0,105,105,100,17.14285714
good,5,rent,24,31,married,no_rec,fixed,84,90,0,0,400,2230,17.93721973,0.36
good,16,rent,60,36,married,no_rec,fixed,100,250,0,0,1250,1816,68.83259912,7.2
good,17,owner,60,34,married,no_rec,fixed,75,173,4000,1600,933,964,96.78423237,5.273311897
bad,1,rent,36,25,single,no_rec,fixed,49,135,0,0,600,675,88.88888889,5.16
good,20,other,60,36,married,no_rec,fixed,75,210,0,0,1330,1330,100,6.090225564
good,7,rent,60,47,married,no_rec,fixed,53,80,0,0,1350,1612,83.74689826,1.2
good,3,priv,6,24,single,no_rec,fixed,35,173,4800,0,475,1323,35.90325019,1.743157895
good,13,owner,60,28,married,no_rec,fixed,60,130,5000,1500,900,1281,70.25761124,3.666666667
good,10,owner,36,32,married,no_rec,fixed,75,112,5000,3600,400,830,48.19277108,0.09
bad,2,rent,60,35,married,yes_rec,fixed,52,70,0,0,1000,1000,100,1.08
bad,4,parents,36,28,single,no_rec,fixed,35,116,0,0,925,1350,68.51851852,3.152432432
good,3,owner,48,26,married,no_rec,fixed,45,165,4000,600,950,1490,63.75838926,5.76
good,13,owner,36,60,married,no_rec,freelance,60,116,4000,0,1000,1100,90.90909091,2.016
good,2,owner,24,57,married,no_rec,others,45,25,2500,0,400,1034,38.68471954,-1.2
good,2,parents,36,34,separated,no_rec,fixed,35,130,4000,0,500,550,90.90909091,6.84
bad,2,rent,60,57,married,no_rec,others,50,52,1800,0,800,866,92.37875289,0.15
bad,0,other,24,46,single,yes_rec,fixed,35,78,0,0,550,550,100,1.876363636
good,1,owner,60,28,married,no_rec,others,45,148,4500,0,1300,1695,76.69616519,4.753846154
bad,0,owner,60,44,married,no_rec,others,60,246,25000,0,850,972,87.44855967,13.12941176
good,12,rent,36,35,married,yes_rec,freelance,82,74,8000,0,475,550,86.36363636,-0.606315789
good,1,rent,60,21,single,no_rec,fixed,49,138,0,0,950,984,96.54471545,5.621052632
bad,0,owner,36,45,married,yes_rec,others,90,155,5000,0,300,1012,29.64426877,7.8
good,5,rent,48,31,married,no_rec,fixed,70,247,0,0,900,1039,86.62175168,9.44
good,1,parents,48,27,single,no_rec,freelance,35,85,0,0,650,650,100,3.692307692
good,0,owner,12,59,married,no_rec,freelance,45,42,4000,0,400,790,50.63291139,-0.09
good,17,ignore,60,55,married,no_rec,fixed,60,157,8000,0,1600,1600,100,3.6375
good,4,owner,60,36,married,yes_rec,fixed,75,236,3750,2000,1500,1615,92.87925697,5.64
good,15,rent,60,41,married,no_rec,fixed,74,137,0,0,1000,1450,68.96551724,3.78
good,28,owner,36,51,married,no_rec,freelance,60,152,10000,0,500,635,78.74015748,6.624
bad,1,priv,60,35,married,no_rec,freelance,35,100,3000,0,1400,1411,99.22041106,2.785714286
good,3,parents,60,33,single,no_rec,fixed,35,167,10000,0,2000,2250,88.88888889,3.96
bad,0,rent,48,39,married,yes_rec,fixed,153,330,0,0,1000,1260,79.36507937,8.496
good,7,rent,60,34,single,no_rec,fixed,60,250,9200,0,1500,1594,94.10288582,7.6
bad,1,parents,36,22,single,no_rec,fixed,35,80,8000,0,490,690,71.01449275,3.306122449
good,4,owner,36,25,single,no_rec,fixed,35,200,5000,0,900,1139,79.0166813,6.6
good,35,owner,48,55,married,no_rec,freelance,60,84,13000,0,1390,1390,100,0.828776978
good,19,owner,60,33,married,no_rec,fixed,75,200,10000,1620,1000,1671,59.84440455,6.528
good,6,owner,60,28,married,no_rec,fixed,60,187,5000,0,1500,2180,68.80733945,5.08
good,1,owner,60,24,single,no_rec,fixed,35,70,4000,0,1200,1505,79.73421927,1.75
good,12,owner,60,38,married,no_rec,fixed,75,120,5000,0,1100,1172,93.85665529,2.454545455
good,0,owner,60,30,married,no_rec,fixed,45,80,2000,200,1000,1331,75.13148009,1.98
bad,15,rent,24,47,married,yes_rec,freelance,79,41,7000,0,1200,2257,53.16792202,-0.76
bad,3,rent,60,31,married,yes_rec,fixed,81,57,0,0,1400,1475,94.91525424,-1.028571429
bad,5,parents,36,26,single,no_rec,freelance,35,239,5000,3000,1200,2140,56.07476636,5.22
good,0,parents,48,21,single,no_rec,fixed,35,70,0,0,1250,1365,91.57509158,1.344
bad,0,rent,48,27,married,no_rec,freelance,70,250,0,0,860,970,88.65979381,10.04651163
good,5,owner,60,65,married,no_rec,others,45,222,12000,0,600,1264,47.46835443,17.7
good,14,owner,60,56,married,yes_rec,freelance,75,150,1,0,1000,1104,90.57971014,4.5
good,10,owner,48,41,single,no_rec,fixed,35,175,3000,0,750,1128,66.4893617,8.96
good,3,rent,36,25,single,no_rec,fixed,49,138,0,0,900,1717,52.41700641,3.56
good,4,parents,36,27,married,no_rec,fixed,45,72,0,0,350,1426,24.54417952,2.777142857
bad,0,owner,60,62,married,yes_rec,others,90,136,2650,0,600,790,75.94936709,4.6
bad,10,owner,60,42,married,no_rec,freelance,90,40,5000,1600,2000,2550,78.43137255,-1.98
good,2,parents,60,25,single,no_rec,freelance,45,130,8500,0,1100,1380,79.71014493,4.636363636
bad,1,parents,60,34,married,no_rec,fixed,75,190,0,0,700,719,97.35744089,9.857142857
good,2,owner,60,24,married,no_rec,fixed,60,243,2500,1980,1250,1451,86.14748449,7.8336
good,2,rent,60,26,married,yes_rec,fixed,70,98,0,0,1100,1240,88.70967742,1.527272727
bad,0,parents,24,21,single,yes_rec,partime,35,126,0,0,1150,1586,72.50945776,1.899130435
bad,10,owner,48,35,married,no_rec,partime,75,55,4000,0,1500,1786,83.98656215,-0.64
bad,1,owner,60,49,married,no_rec,partime,105,88,2000,0,850,1149,73.97737163,-1.2
bad,1,owner,60,35,single,no_rec,partime,35,181,4500,0,1600,1912,83.68200837,5.475
bad,14,priv,60,33,married,yes_rec,fixed,90,77,3400,0,1500,1813,82.73579702,-0.52
bad,4,parents,36,27,separated,yes_rec,fixed,35,110,0,0,300,550,54.54545455,9
good,17,owner,60,35,married,no_rec,fixed,60,125,4000,0,1080,1428,75.6302521,3.611111111
good,4,owner,60,27,married,no_rec,freelance,60,225,14500,1200,700,2273,30.79630444,13.11428571
good,2,rent,36,35,single,no_rec,fixed,42,74,0,0,950,1000,95,1.212631579
good,11,owner,18,37,married,no_rec,fixed,45,115,20000,0,600,1200,50,2.1
good,1,rent,48,64,married,no_rec,others,74,137,3500,0,600,927,64.72491909,5.04
good,14,owner,36,34,widow,no_rec,fixed,45,202,6500,0,350,800,43.75,16.14857143
good,2,owner,48,37,married,no_rec,fixed,75,135,18000,0,1000,1062,94.16195857,2.88
good,5,owner,48,43,married,no_rec,freelance,45,145,5000,0,680,1350,50.37037037,7.058823529
bad,6,rent,36,49,married,no_rec,others,65,54,0,0,450,615,73.17073171,-0.88
good,11,owner,12,51,married,no_rec,freelance,45,80,6000,0,1000,1931,51.78663905,0.42
good,9,owner,36,24,married,no_rec,fixed,45,140,9000,0,1000,1100,90.90909091,3.42
good,1,parents,60,22,single,no_rec,fixed,35,90,0,0,1250,1590,78.6163522,2.64
bad,0,parents,36,30,single,no_rec,others,45,32,0,0,650,750,86.66666667,-0.72
good,1,owner,24,33,married,no_rec,fixed,45,130,3000,0,800,1465,54.60750853,2.55
good,17,owner,24,50,married,no_rec,freelance,60,285,22000,700,500,1321,37.85011355,10.464
good,0,parents,36,19,single,no_rec,partime,35,75,0,0,1450,1473,98.43856076,0.993103448
good,5,owner,36,26,married,yes_rec,freelance,45,150,7000,0,1500,2588,57.95981453,2.52
good,12,owner,60,28,single,yes_rec,fixed,35,172,3000,2000,950,1184,80.23648649,7.389473684
bad,1,rent,36,23,married,no_rec,freelance,75,300,0,0,400,700,57.14285714,20.25
good,3,parents,60,26,single,yes_rec,fixed,35,73,0,0,650,1200,54.16666667,3.507692308
good,20,owner,60,51,married,no_rec,fixed,60,165,3500,0,500,625,80,12.6
bad,3,owner,36,38,married,no_rec,freelance,90,300,3000,0,1200,1881,63.79585327,6.3
good,14,rent,60,30,married,yes_rec,fixed,67,217,0,0,1800,1807,99.6126176,5
bad,0,other,60,41,married,yes_rec,fixed,105,134,0,0,1000,2750,36.36363636,1.74
good,3,priv,60,29,married,no_rec,fixed,60,90,2000,0,1650,1800,91.66666667,1.090909091
good,4,parents,36,28,married,no_rec,fixed,45,100,0,0,1000,2343,42.68032437,1.98
good,0,owner,48,38,married,no_rec,fixed,75,217,3500,0,1400,1689,82.8892836,4.868571429
bad,7,owner,48,29,married,no_rec,fixed,60,62,4000,0,984,984,100,0.097560976
good,4,rent,6,28,married,no_rec,fixed,66,60,0,0,200,1566,12.77139208,-0.18
good,16,owner,60,32,married,no_rec,fixed,60,117,1100,80,1400,1833,76.37752319,2.408571429
bad,2,rent,48,22,single,no_rec,fixed,42,73,0,0,940,1127,83.40727595,1.582978723
bad,2,parents,48,30,single,no_rec,fixed,35,86,0,0,900,1127,79.85803017,2.72
bad,11,owner,48,30,married,no_rec,fixed,75,67,3000,2040,1000,1093,91.49130833,-1.3632
good,30,owner,36,53,married,no_rec,fixed,75,165,5000,0,900,900,100,3.6
bad,2,priv,60,28,married,yes_rec,fixed,75,166,6000,0,1500,1599,93.80863039,3.64
bad,5,other,48,22,single,no_rec,fixed,35,82,0,0,480,1910,25.13089005,4.7
bad,1,rent,36,24,married,no_rec,freelance,44,90,0,0,1050,1493,70.32819826,1.577142857
bad,1,rent,60,52,separated,yes_rec,fixed,68,327,0,0,700,819,85.47008547,22.2
good,8,owner,60,34,married,no_rec,fixed,75,145,3000,1800,1500,1703,88.07985907,2.08
good,20,rent,36,39,married,no_rec,freelance,95,202,0,0,600,1461,41.06776181,6.42
good,4,owner,60,30,married,no_rec,partime,45,150,4000,2800,1400,1763,79.41009643,3.3
good,5,rent,36,46,married,no_rec,fixed,82,223,0,0,450,650,69.23076923,11.28
good,3,parents,36,52,married,yes_rec,fixed,60,325,0,0,400,1700,23.52941176,23.85
good,10,owner,60,52,married,no_rec,fixed,60,143,5500,0,1300,1661,78.26610476,3.830769231
good,10,rent,60,36,married,no_rec,fixed,85,100,0,0,850,1150,73.91304348,1.058823529
good,11,owner,12,25,married,no_rec,fixed,45,124,2500,1000,800,1602,49.93757803,1.035
good,22,rent,48,46,married,no_rec,fixed,86,110,0,0,1150,1528,75.2617801,1.00173913
bad,0,other,48,45,married,no_rec,freelance,75,120,0,0,900,964,93.36099585,2.4
good,25,owner,60,53,married,no_rec,fixed,60,107,4000,0,800,932,85.83690987,3.525
bad,2,other,60,22,single,no_rec,fixed,35,83,0,0,1400,1430,97.9020979,2.057142857
good,0,other,36,50,married,no_rec,partime,60,162,20000,0,1000,1615,61.91950464,3.672
bad,0,owner,48,52,married,yes_rec,others,90,245,3850,2432,1520,1670,91.01796407,4.126736842
good,12,priv,60,47,married,no_rec,fixed,60,243,8500,0,1850,1890,97.88359788,5.935135135
good,4,rent,60,27,single,no_rec,fixed,43,76,0,0,650,1070,60.74766355,3.046153846
good,12,owner,18,35,married,no_rec,fixed,60,400,6000,0,200,2225,8.988764045,30.6
good,0,parents,48,21,single,no_rec,partime,35,106,5000,0,500,1131,44.2086649,6.816
good,22,owner,36,44,married,no_rec,fixed,75,120,7000,0,650,1852,35.09719222,2.492307692
bad,3,parents,60,32,single,no_rec,fixed,35,122,0,0,2000,2050,97.56097561,2.61
good,1,rent,36,34,divorced,no_rec,fixed,43,80,0,0,700,700,100,1.902857143
good,14,priv,60,36,married,no_rec,fixed,60,120,4000,1500,1500,1540,97.4025974,1.8
good,10,rent,48,36,married,no_rec,fixed,80,200,0,0,978,1338,73.0941704,5.889570552
good,13,rent,60,36,married,no_rec,fixed,79,191,4000,700,1000,1209,82.71298594,6.3
good,1,rent,60,24,married,no_rec,fixed,52,67,0,0,800,1137,70.36059807,1.125
bad,3,owner,36,26,single,no_rec,freelance,35,169,60000,3000,800,1000,80,4.68
good,5,rent,12,35,married,yes_rec,freelance,96,210,0,0,300,700,42.85714286,4.56
good,4,owner,60,42,single,no_rec,fixed,35,110,2500,0,1090,1565,69.6485623,4.128440367
good,3,other,60,55,married,no_rec,fixed,45,45,0,0,600,864,69.44444444,0
good,19,owner,60,49,married,no_rec,fixed,135,150,3500,0,1100,1477,74.47528775,0.818181818
bad,4,parents,60,38,separated,no_rec,fixed,35,100,0,0,1300,1500,86.66666667,3
good,9,owner,60,32,married,no_rec,fixed,75,345,6000,3300,700,994,70.42253521,20.31428571
good,7,owner,60,36,married,no_rec,fixed,60,122,3000,0,750,850,88.23529412,4.96
good,26,owner,60,55,married,no_rec,fixed,60,110,10000,0,1500,1527,98.23182711,2
bad,2,rent,60,30,married,yes_rec,freelance,54,90,2000,0,1500,1500,100,1.44
good,11,owner,48,29,married,no_rec,fixed,75,76,15000,0,300,1336,22.45508982,0.16
good,4,rent,36,48,married,no_rec,freelance,94,340,1000,0,525,525,100,16.86857143
bad,2,owner,60,29,married,yes_rec,fixed,60,185,6300,2300,2000,2675,74.76635514,3.06
good,5,owner,60,42,married,no_rec,fixed,75,101,3500,0,1090,1190,91.59663866,1.431192661
good,3,owner,24,32,married,no_rec,fixed,60,196,5000,300,800,1606,49.8132005,3.99
good,17,owner,36,47,married,no_rec,fixed,75,158,17000,0,1000,2159,46.31773969,2.988
good,9,parents,60,33,married,no_rec,fixed,45,221,3000,0,1600,2344,68.25938567,6.6
